PlayerId,MundialitoId,TeamId,GamesPlayed,GamesWon,GamesLost,Goals,Assists,CleanSheets,GoalsConceded,PlayerName,TeamName,TeamAbbr,IsNewPlayer,IsNewTeam,IsMVP,IsGoldenBoot,IsPlaymaker
2,1,1,9,6,3,1,5,,,Bipe,Munchers,MUN,False,False,False,False,True
6,1,1,9,6,3,1,4,,,Blanco,Munchers,MUN,False,False,False,False,False
4,1,1,9,6,3,0,0,,,Kirby,Munchers,MUN,False,False,True,False,False
5,1,1,9,6,3,1,1,,,Nick Souza,Munchers,MUN,False,False,False,False,False
1,1,1,9,6,3,2,0,,,Oski,Munchers,MUN,False,False,False,False,False
7,1,1,9,6,3,3,0,,,Rodrigo,Munchers,MUN,False,False,False,False,False
3,1,1,9,6,3,7,1,,,Yayo,Munchers,MUN,False,False,False,True,False
9,1,2,8,4,4,4,0,,,Carl,The Goal Diggers,GDR,False,False,False,False,False
10,1,2,8,4,4,0,1,,,Chris,The Goal Diggers,GDR,False,False,False,False,False
13,1,2,8,4,4,1,0,,,Jayden,The Goal Diggers,GDR,False,False,False,False,False
11,1,2,8,4,4,1,1,,,Juboi,The Goal Diggers,GDR,False,False,False,False,False
12,1,2,8,4,4,0,1,,,Matutin,The Goal Diggers,GDR,False,False,False,False,False
8,1,2,8,4,4,1,1,,,Nick Ali,The Goal Diggers,GDR,False,False,False,False,False
19,1,3,7,2,5,0,1,,,Benji,Astral FC,AFC,False,False,False,False,False
15,1,3,7,2,5,0,1,,,Encore,Astral FC,AFC,False,False,False,False,False
14,1,3,7,2,5,2,2,,,Javi,Astral FC,AFC,False,False,False,False,False
18,1,3,7,2,5,0,0,,,Julio,Astral FC,AFC,False,False,False,False,False
20,1,3,7,2,5,1,0,,,Klee,Astral FC,AFC,False,False,False,False,False
16,1,3,7,2,5,0,0,,,Nick Puras,Astral FC,AFC,False,False,False,False,False
17,1,3,7,2,5,1,0,,,Nico,Astral FC,AFC,False,False,False,False,False
